ts,c_out_4_0,c_out_4_1,c_out_4_2,c_out_4_3,c_out_4_4,c_out_4_5,c_out_4_6,c_out_4_7,c_out_4_8,c_out_4_9,c_out_4_10,c_out_4_11,c_out_4_12,v_out_4_0,v_out_4_1,v_out_4_2,v_out_4_3,v_out_4_4,v_out_4_5,v_out_4_6,v_out_4_7,v_out_4_8,v_out_4_9,v_out_4_10,v_out_4_11,v_out_4_12,out_en_4_0,out_en_4_1,out_en_4_2,out_en_4_3,out_en_4_4,out_en_4_5,out_en_4_6,out_en_4_7,out_en_4_8,out_en_4_9,out_en_4_10,out_en_4_11,out_en_4_12,temp_4_0,temp_4_1,bootcause_4,bootcnt_4,uptime_4,resetcause_4,batt_mode_4,heater_on_4,conv_5v_en_4,latchup_4_0,latchup_4_1,latchup_4_2,latchup_4_3,latchup_4_4,latchup_4_5,latchup_4_6,latchup_4_7,latchup_4_8,latchup_4_9,latchup_4_10,latchup_4_11,latchup_4_12,vbat_v_4,vcc_c_4,batt_c_4,batt_v_4,batt_temp_4_0,batt_temp_4_1,device_type_4_0,device_type_4_1,device_type_4_2,device_type_4_3,device_type_4_4,device_type_4_5,device_type_4_6,device_type_4_7,device_status_4_0,device_status_4_1,device_status_4_2,device_status_4_3,device_status_4_4,device_status_4_5,device_status_4_6,device_status_4_7,dearm_status_4,wdt_cnt_gnd_4,wdt_cnt_i2c_4,wdt_cnt_can_4,wdt_cnt_csp_4_0,wdt_cnt_csp_4_1,wdt_gnd_left_4,wdt_i2c_left_4,wdt_can_left_4,wdt_csp_left_4_0,wdt_csp_left_4_1,batt_chrg_4,batt_dischrg_4,ant6_depl_4,ar6_depl_4
1722572820,8,7,5,3,0,8,13,-1,-3,0,0,16,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,297,291,2,113,1415161,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16158,-143,-74,16177,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,152439,0,0,5,5,501,575,3,3
1722573420,114,162,0,81,79,-7,3,96,3,6,0,13,13,5017,3377,491,3392,3392,1012,0,3392,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,287,282,2,109,2988290,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16097,-143,-585,16097,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,36,0,0,3250,1150,151831,0,0,5,5,-1,584,3,3
1722574020,47,55,54,56,3,139,343,2,-9,3,0,13,16,0,0,0,0,16076,16055,16056,16061,274,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,262,256,2,103,12588010,0,3,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,16051,-145,-583,16065,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,20,20,20,151240,0,590,5,5,-1,582,3,3
1722574620,9,13,7,578,0,7,5,187,253,3,3,16,16,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,230,226,2,103,12588610,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16020,-143,-587,16032,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,150640,0,0,5,5,-1,586,3,3
1722575220,50,58,56,56,0,142,331,-1,-9,3,3,16,16,0,0,0,0,16000,15979,15979,15970,274,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,197,193,2,103,12589209,0,3,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,15974,-145,-579,15979,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,20,20,20,150041,0,581,5,5,-2,577,3,3
1722575820,8,10,8,6,0,11,16,2,0,6,6,19,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,205,198,2,113,1418161,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16081,-145,405,16078,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,149439,0,0,5,5,981,576,3,3
1722576420,8,7,8,6,3,11,16,2,0,6,6,19,19,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,255,247,2,113,1418761,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-145,922,16192,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,148839,0,0,5,5,1500,578,3,3
1722577020,11,7,5,3,0,11,16,2,0,3,3,19,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,290,281,2,113,1419360,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-143,675,16205,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,148240,0,0,5,5,1246,571,3,3
1722577620,8,7,5,3,0,8,13,2,-3,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,315,308,2,113,1419961,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,532,16214,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,147639,0,0,5,5,1117,585,3,3
1722578220,8,7,8,3,-3,8,13,-1,0,3,0,13,10,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,327,320,2,113,1420561,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-143,420,16220,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,147039,0,0,5,5,1001,581,3,3
1722578820,6,10,4,581,0,4,5,181,253,3,0,13,13,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,305,300,2,103,12592810,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16127,-143,-373,16135,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,146440,0,0,5,5,206,579,3,3
1722579420,6,10,4,599,0,4,5,181,253,3,0,13,13,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,277,272,2,103,12593409,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16081,-143,-579,16081,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,145841,0,0,5,5,-1,578,3,3
1722580020,6,10,4,567,0,4,5,184,253,3,0,16,16,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,247,243,2,103,12594009,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16051,-145,-578,16050,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,145241,0,0,5,5,-1,577,3,3
1722580620,9,13,7,558,3,7,8,184,253,6,3,16,16,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,215,211,2,103,12594610,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16005,-143,-589,16017,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,144640,0,0,5,5,-1,588,3,3
1722581220,9,13,7,584,3,7,8,184,253,6,6,16,16,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,190,185,2,103,12595209,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,15974,-147,-458,15977,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,144041,0,0,5,5,112,570,3,3
1722581820,9,13,7,602,3,7,8,190,256,6,6,19,16,0,0,0,5029,0,0,0,5032,5031,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,235,226,2,103,12595810,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16189,-145,1180,16185,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,143440,0,0,5,5,1757,577,3,3
1722582420,8,7,8,3,0,11,13,2,0,6,6,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,275,266,2,113,1424761,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-147,770,16200,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,142839,0,0,5,5,1349,579,3,3
1722583020,8,7,8,3,0,8,16,-1,0,3,3,16,19,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,305,297,2,113,1425361,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,609,16211,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,142239,0,0,5,5,1191,582,3,3
1722583620,8,7,8,3,-3,8,13,2,0,3,0,13,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,322,315,2,113,1425961,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,491,16219,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,141639,0,0,5,5,1061,570,3,3
1722584220,5,7,5,3,0,8,16,-1,-3,0,3,13,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,322,316,2,113,1426560,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16158,-145,-91,16176,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,141040,0,0,5,5,495,586,3,3
1722584820,8,7,8,3,0,8,13,2,0,3,0,13,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,287,283,2,113,1427161,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16081,-143,-585,16098,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,140439,0,0,5,5,-1,584,3,3
1722585420,8,7,8,6,0,8,16,2,0,3,3,16,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,262,257,2,113,1427761,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16051,-143,-576,16066,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,139839,0,0,5,5,-1,575,3,3
1722586020,8,10,8,6,3,8,16,-1,0,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,230,226,2,113,1428361,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16020,-145,-585,16033,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,139239,0,0,5,5,-2,583,3,3
1722586620,8,10,8,3,3,11,16,2,0,6,6,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200,195,2,113,1428961,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15974,-145,-584,15981,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,138639,0,0,5,5,-2,582,3,3
1722587220,8,10,8,6,0,8,16,2,0,6,6,19,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,207,201,2,113,1429561,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16066,-149,425,16078,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,138039,0,0,5,5,1003,578,3,3
1722587820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1722588420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1722589020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1722589620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1722590220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1722590820,8,7,8,3,0,11,16,-1,0,3,0,13,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,277,271,2,113,1433160,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16066,-145,-588,16081,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,134440,0,0,5,5,-1,587,3,3
1722591420,8,7,8,6,0,11,16,-1,0,3,3,13,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,247,242,2,113,1433761,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16035,-143,-585,16050,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,133839,0,0,5,5,-1,582,3,3
1722592020,8,10,8,6,0,8,16,2,0,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,215,210,2,113,1434361,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16020,-145,-574,16018,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,133239,0,0,5,5,-2,572,3,3
1722592620,11,10,8,3,0,11,16,2,0,6,3,16,19,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,190,184,2,113,1434961,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15989,-145,-453,15989,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,132639,0,0,5,5,129,582,3,3
1722593220,8,7,8,6,0,11,16,2,0,6,6,19,19,0,366,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,232,225,2,113,1435561,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-145,1178,16187,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,132039,0,0,5,5,1752,574,3,3
1722593820,8,10,8,6,0,11,13,2,0,6,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,272,264,2,113,1436161,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-143,756,16200,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,131439,0,0,5,5,1331,575,3,3
1722594420,8,10,8,3,0,11,16,2,0,3,6,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,302,294,2,113,1436761,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,589,16211,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,130839,0,0,5,5,1178,589,3,3
1722595020,8,7,8,3,0,8,13,2,0,3,0,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,322,315,2,113,1437361,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16219,-143,479,16219,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,130239,0,0,5,5,1064,585,3,3
1722595620,8,7,8,3,-3,8,13,-1,-3,3,3,16,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,325,317,2,113,1437961,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16158,-145,-97,16176,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,129639,0,0,5,5,477,574,3,3
1722596220,5,7,5,3,0,8,13,-1,-3,nan,nan,nan,nan,0,366,0,0,0,0,153,0,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,290,285,2,113,1438562,0,3,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,nan,2,0,0,0,0,129038,0,0,5,5,nan,nan,nan,nan
1722596820,11,7,8,3,0,11,13,2,0,nan,nan,nan,nan,0,366,0,0,0,0,153,0,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,265,259,2,113,1439161,0,3,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,nan,2,0,0,0,0,128439,0,0,5,5,nan,nan,nan,nan
1722597420,9,13,7,558,3,7,5,187,253,6,3,16,13,0,0,0,5029,0,0,0,5032,5016,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,232,227,2,103,12611410,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,16020,-143,-579,16033,0,0,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,1,36,0,0,0,0,127840,0,0,5,5,-1,578,3,3
1722598020,11,10,8,6,0,8,16,2,0,3,6,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200,195,2,113,1440361,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15974,-145,-579,15982,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,127239,0,0,5,5,-1,578,3,3
1722598620,8,10,8,6,0,8,16,2,0,3,6,16,16,0,366,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,207,201,1,113,1440961,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16081,-147,465,16086,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,126639,0,0,5,5,1049,584,3,3
1722599220,8,10,5,3,0,8,16,2,0,9,6,16,16,0,366,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,205,198,1,113,1441562,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-145,891,16191,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,172761,0,0,5,5,1471,580,3,3
1722670560,8,7,5,3,0,8,16,-1,0,0,3,13,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,275,270,1,113,1512904,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16081,-145,-582,16083,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,139963,0,0,5,5,-1,581,3,3
1722671160,8,7,8,3,0,8,16,2,0,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,247,242,1,113,1513503,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16035,-145,-585,16051,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,139364,0,0,5,5,-2,583,3,3
1722671760,8,7,8,3,3,11,16,2,0,6,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,215,210,1,113,1514104,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16020,-145,-582,16017,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,138763,0,0,5,5,-1,581,3,3
1722672360,8,10,8,6,3,11,16,2,0,6,6,19,16,0,366,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,190,184,1,113,1514703,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15989,-145,-469,15987,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,138164,0,0,5,5,103,572,3,3
1722672960,8,10,8,6,0,11,16,2,0,6,6,16,19,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,232,224,1,113,1515303,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16173,-145,1154,16184,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,137564,0,0,5,5,1730,576,3,3
1722673560,8,7,8,6,0,11,16,-1,-3,3,6,16,16,0,366,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,272,264,2,113,1515904,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-145,764,16200,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,136963,0,0,5,5,1344,580,3,3
1722674160,8,10,5,3,0,11,13,-1,-3,6,6,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,302,294,2,113,1516503,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,584,16210,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,136364,0,0,5,5,1159,575,3,3
1722674760,8,7,5,3,0,8,13,-1,-3,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,320,313,2,113,1517103,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,-145,469,16219,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,135764,0,0,5,5,1052,583,3,3
1722675360,8,7,8,3,0,8,16,-1,-3,3,3,13,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,322,315,2,113,1517704,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16173,-145,-72,16181,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,135163,0,0,5,5,516,588,3,3
1722675960,5,7,8,3,0,8,13,-1,0,3,0,13,13,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,287,282,2,113,1518304,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16097,-145,-578,16100,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,134563,0,0,5,5,-1,577,3,3
1722676560,8,7,8,3,0,11,16,-1,-3,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,262,257,2,113,1518903,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16066,-145,-572,16067,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,133964,0,0,5,5,-1,571,3,3
1722677070,8,7,8,3,0,8,16,2,0,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,235,230,1,113,1519413,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16035,-145,-585,16040,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,133453,0,0,5,5,-1,584,3,3
1722677160,8,10,8,3,3,11,13,2,0,6,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,230,226,2,113,1519504,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16035,-145,-583,16035,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,133363,0,0,5,5,-1,582,3,3
1722677670,8,10,8,3,0,8,16,2,0,3,3,16,16,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,202,199,1,113,1520013,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16005,-145,-579,16007,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,132854,0,0,5,5,-1,578,3,3
1722677760,8,7,8,6,0,11,16,2,0,6,3,16,19,0,366,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,197,194,2,113,1520103,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15974,-145,-582,15981,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,132764,0,0,5,5,-1,581,3,3
